Ligand#,distance_pi_bond_1,distance_pi_bond_2,dihedral_angle_1,dihedral_angle_2,NE_quad,NW_quad,SW_quad,SE_quad,"+,+,+_octant","-,+,+_octant","-,-,+_octant","+,-,+_octant","+,-,-_octant","-,-,-_octant","-,+,-_octant","+,+,-_octant",bite_angle,cone_angle,distance_Rh_max_donor_gaussian,distance_Rh_min_donor_gaussian,buried_volume_Rh_3.5A,buried_volume_donor_max,buried_volume_donor_min,buried_volume_Rh_4A,buried_volume_Rh_5A,buried_volume_Rh_6A,buried_volume_Rh_7A,dispersion_p_int_Rh_gfn2_xtb,dispersion_p_int_donor_max_gfn2_xtb,dispersion_p_int_donor_min_gfn2_xtb,sasa_gfn2_xtb,ip_gfn2_xtb,dipole_gfn2_xtb,ea_gfn2_xtb,electrofugality_gfn2_xtb,nucleofugality_gfn2_xtb,nucleophilicity_gfn2_xtb,electrophilicity_gfn2_xtb,HOMO_LUMO_gap_gfn2_xtb,sum_electronic_and_free_energy_dft,sum_electronic_and_enthalpy_dft,zero_point_correction_dft,entropy_dft,dipole_moment_dft,lone_pair_occupancy_min_donor_dft,lone_pair_occupancy_max_donor_dft,dispersion_energy_dft,nbo_charge_Rh_dft,nbo_charge_min_donor_dft,nbo_charge_max_donor_dft,mulliken_charge_Rh_dft,mulliken_charge_min_donor_dft,mulliken_charge_max_donor_dft,homo_energy_dft,lumo_energy_dft,homo_lumo_gap_dft,hardness_dft,softness_dft,electronegativity_dft,electrophilicity_dft,min_NBO_donor,max_NBO_donor,min_bv_donor,max_bv_donor,Rh_donor_min_d,Rh_donor_max_d,std_quad,min_quad,max_quad,std_oct,min_oct,max_oct,ratio_std_oct_std_quad,ratio_min_oct_min_quad,lone_pair_occ_min,lone_pair_occ_max,bite_angle_rad,bite_angle_sin,bite_angle_cos,cone_angle_rad,cone_angle_sin,cone_angle_cos
L1,1.391551603,1.392561642,8.211997294,7.792426486,0.505264629,0.549361722,0.503750466,0.463427134,0.116846813,0.121505777,0.078689899,0.134923593,0.893682445,0.977217667,0.848164368,0.872577339,89.53726157,225.0411919,2.336326516,2.337786453,0.505392751,0.907304091,0.901783218,0.510734126,0.496458248,0.4487267,0.36816518,50.81239883,58.64633967,0.0,822.2537863,3.213215249,0.915063451,4.979555933,3.667846598,0.321075415,-3.213215249,0.454631349,0.062762253,-3722.066448,-3721.946782,0.852673,0.000401362,7.471889034,1.14995,1.11703,-4.642859628,-0.38648,1.18283,1.24547,-0.510699,0.317992,0.374331,-6.323109544,-2.130651449,4.192458095,2.096229047,0.477047106,4.226880497,4.261585526,1.18283,1.24547,0.901783218,0.907304091,2.336326516,2.337786453,0.03510500140142159,0.463427134,0.549361722,0.42145401197281107,0.078689899,0.977217667,12.005526140094219,0.1697999388184292,1.11703,1.14995,1.5627200176158873,0.9999836933961471,0.5040381106903511,3.9277097512673937,0.14619251914620873,0.14670088240713913
L4,1.394332208,1.386938342,0.413543884,-5.655157005,0.435589825,0.481457324,0.528885576,0.560706299,0.118197913,0.151882221,0.191157287,0.09918934,0.752981737,0.811032426,0.930255311,0.958581811,90.58823002,227.5318414,2.379496081,2.301003795,0.501525811,0.908649366,0.891632501,0.508410403,0.502262622,0.459663704,0.381074131,50.71104082,62.70676526,54.24790225,814.1235739,3.179705095,0.95612876,4.94833318,3.617244639,0.335206364,-3.179705095,0.437539544,0.06980913,-3722.062972,-3721.945191,0.853538,0.000395039,4.901199748,1.123,1.1514,-4.681298537,-0.39687,1.20672,1.23676,-0.453715,0.35617,0.394441,-6.434948337,-2.13636584,4.298582496,2.149291248,0.465269656,4.285657088,4.272770546,1.20672,1.23676,0.891632501,0.908649366,2.301003795,2.379496081,0.054775644088659925,0.435589825,0.560706299,0.39263353128509326,0.09918934,0.958581811,7.168031299633395,0.22771271114976113,1.123,1.1514,1.5810628774029687,0.999973649716102,0.4948668148717885,3.971179785555544,0.13117366320221968,0.16240981459122616
L5,1.389818655,1.389490117,17.17093419,-8.328808531,0.542373276,0.506708908,0.482855013,0.518519381,0.17396571,0.181606411,0.074263884,0.054789415,0.910780842,0.831811405,0.962774879,0.910920611,87.27755607,216.6068467,2.30221554,2.318712081,0.512579202,0.916301714,0.901492033,0.520172553,0.51596055,0.47729829,0.401488219,52.80451038,63.57450485,56.18689858,874.4949326,3.134735337,0.647215454,5.086640811,3.626822069,0.251445921,-3.134735337,0.492086732,0.068976721,-3871.853527,-3871.718738,0.821315,0.000452085,3.266438104,1.13027,1.10433,-4.854243553,-0.39062,1.20679,1.23527,-0.467351,0.299794,0.372038,-6.450458826,-2.187795358,4.262663468,2.131331734,0.469190218,4.319127092,4.376338638,1.20679,1.23527,0.901492033,0.916301714,2.30221554,2.318712081,0.024771996632692906,0.482855013,0.542373276,0.42219150257036037,0.054789415,0.962774879,17.043095428697583,0.11346970317153982,1.10433,1.13027,1.5232807165154627,0.9994356728819369,0.523748866351196,3.7805026572776144,0.20183959732205564,0.09862688894879112
L6,1.385314389,1.391119803,2.831570361,6.568296199,0.550479873,0.570583302,0.552413343,0.534499627,0.127189713,0.200149087,0.186777861,0.129332836,0.973770034,0.941017518,0.882221394,0.97549385,91.92822159,234.1873306,2.36332,2.298549293,0.552075568,0.91205041,0.904444652,0.558380144,0.550160039,0.504166856,0.42855923,54.74275647,63.88376993,59.81312878,937.0153181,4.276676232,5.163499621,5.992334216,5.451030431,0.028019983,-4.276676232,1.174354199,0.057591252,-5067.981732,-5067.823213,0.873034,0.000531675,4.480185892,1.14333,1.13538,-5.234619823,-0.39077,1.15602,1.2226,-0.574396,0.293367,0.367878,-6.505425824,-2.377458712,4.127967112,2.063983556,0.484499984,4.441442268,4.778722524,1.15602,1.2226,0.904444652,0.91205041,2.298549293,2.36332,0.014765767443977234,0.534499627,0.570583302,0.41984952881263926,0.127189713,0.97549385,28.433979500597545,0.2379603400546433,1.13538,1.14333,1.604450142248437,0.9997168818990096,0.4831762683945779,4.087339985426468,0.09453277414228761,0.20743149732882926
L7,1.385166572,1.394002924,9.36992725,4.925155729,0.541418189,0.542815878,0.511740589,0.600144428,0.19330041,0.213333955,0.221766679,0.13790533,0.889535967,0.872297801,0.978522177,0.885575848,93.98650556,217.1940168,2.373889543,2.295553474,0.5490123,0.910681839,0.888353755,0.547494724,0.52184179,0.473452311,0.404973586,61.80646914,68.30599345,69.93114299,938.012823,3.06129675,1.791169971,4.966679676,3.491690003,0.309713577,-3.06129675,0.430393252,0.063125706,-4107.464874,-4107.317689,1.027487,0.000493661,7.070734119,1.12233,1.14149,-5.423892367,-0.35732,1.14986,1.09986,-0.652513,0.36305,0.285489,-6.295898159,-1.994866638,4.301031521,2.150515761,0.46500473,4.145382399,3.995366029,1.09986,1.14986,0.888353755,0.910681839,2.295553474,2.373889543,0.03696728238688435,0.511740589,0.600144428,0.38424939334845076,0.13790533,0.978522177,10.394310009782567,0.2694828844229122,1.12233,1.14149,1.640373974465957,0.9987902259022758,0.46523923843819454,3.7907507087918786,0.19774203364860587,0.10170347506271227
L8,1.390967817,1.38798762,4.797817278,0.558122212,0.504891912,0.472092807,0.501677227,0.530027022,0.11982855,0.14428811,0.152581066,0.075801342,0.889955274,0.799897503,0.907472978,0.927553112,91.61908178,230.3353938,2.323357786,2.305246222,0.502312011,0.911322447,0.889110837,0.505931506,0.50466715,0.488424645,0.438212657,52.51047798,63.79446076,58.39711137,1042.61645,4.227014704,5.645431821,6.028754053,5.428685707,0.01891695,-4.227014704,1.201671003,0.062201667,-5217.782108,-5217.607595,0.840825,0.000585319,3.658586713,1.14784,1.09846,-5.224383583,-0.34026,1.10934,1.20504,-0.466701,0.351799,0.397045,-6.521480541,-2.471610104,4.049870437,2.024935218,0.493842959,4.496545323,4.9924856,1.10934,1.20504,0.889110837,0.911322447,2.305246222,2.323357786,0.023722723449095158,0.472092807,0.530027022,0.40751993247696083,0.075801342,0.927553112,17.178463229629926,0.16056449256597125,1.09846,1.14784,1.599054634714947,0.9998003802924641,0.48587272639507983,4.020111005687733,0.11510300020279396,0.18085379596944978
L9,1.39216687,1.396286479,11.31144079,13.71010085,0.440598211,0.528186731,0.499580693,0.598327432,0.139489378,0.217433843,0.249114797,0.135808796,0.741707044,0.83893962,0.947540067,0.86335259,94.85304439,242.971768,2.409788903,2.441148274,0.516382082,0.906156821,0.936370201,0.522961796,0.509048516,0.451374212,0.358234233,49.51611892,57.17894183,0.0,764.0027474,3.021589128,0.99351752,4.421000169,3.266116256,0.669526958,-3.021589128,0.244527127,0.068933643,-3574.602965,-3574.487745,0.917634,0.00038645,3.820321172,1.20104,1.16045,-4.689117103,-0.40543,1.25272,1.21359,-0.538339,0.344799,0.41694,-6.43304354,-2.031874122,4.401169418,2.200584709,0.454424679,4.232458831,4.070215448,1.21359,1.25272,0.906156821,0.936370201,2.409788903,2.441148274,0.06552234414425646,0.440598211,0.598327432,0.36031449646517166,0.135808796,0.947540067,5.499108757035458,0.3082372842408114,1.16045,1.20104,1.6554979301458363,0.9982074816632143,0.457699820156435,4.240657340991798,0.05460864193092624,0.27278525981489204
L10,1.380197924,1.398153548,-0.847041668,1.454848364,0.548895826,0.489191204,0.540113679,0.559541558,0.20751025,0.16884085,0.199077525,0.119083116,0.890281401,0.809541558,0.920005591,0.961144242,90.28730554,232.162639,2.451067072,2.289281352,0.534621925,0.959204948,0.895068487,0.538878716,0.518824304,0.452275613,0.357909036,51.78347889,70.13648056,58.84849,850.3590606,3.849204781,4.313458521,5.593194712,4.700543422,0.104143929,-3.849204781,0.851338641,0.066105072,-4240.510761,-4240.375951,0.785873,0.000452155,2.57856996,1.12783,1.17652,-4.612748473,-0.34664,1.13994,1.18024,-0.519541,0.358649,0.354014,-6.528555501,-2.206843328,4.321712174,2.160856087,0.462779547,4.367699414,4.414176004,1.13994,1.18024,0.895068487,0.959204948,2.289281352,2.451067072,0.031191362124790664,0.489191204,0.559541558,0.3888768507723797,0.119083116,0.961144242,12.467453303788336,0.24342857154070988,1.12783,1.17652,1.575810754427117,0.999993713892052,0.49749279669097646,4.052002450668996,0.10512240769684761,0.1932889191814789
L11,1.389490442,1.389856809,17.33837599,-8.306974592,0.542606224,0.506871972,0.482831718,0.518822214,0.174198658,0.181839359,0.074636601,0.054789415,0.911013791,0.831904584,0.963007827,0.910874022,87.27600777,216.436037,2.302254663,2.31893757,0.512678205,0.916295891,0.901602684,0.52025014,0.515999968,0.477314164,0.401526645,53.05837062,63.6200617,56.14464962,874.0549293,3.134200451,0.651295054,5.086069654,3.625958579,0.251688474,-3.134200451,0.491758128,0.069032535,-3871.852983,-3871.718742,0.821364,0.000450247,3.350587319,1.13027,1.10429,-4.855044349,-0.39635,1.20592,1.2355,-0.467933,0.299823,0.37166,-6.451819395,-2.188339586,4.26347981,2.131739905,0.46910038,4.320079491,4.377430559,1.20592,1.2355,0.901602684,0.916295891,2.302254663,2.31893757,0.024885848327568176,0.482831718,0.542606224,0.4221541096300971,0.054789415,0.963007827,16.963621415406642,0.11347517770156101,1.10429,1.13027,1.523253693582654,0.9994350309355635,0.5237623625591538,3.7775214656182703,0.20303749067044813,0.09773980056101023
L12,1.398145936,1.379677426,6.951090762,6.734562837,0.544003914,0.472022922,0.501793701,0.57274972,0.190831159,0.14815505,0.227217667,0.086843086,0.897176668,0.795890794,0.918281774,0.916744316,90.99010556,225.7865325,2.442208849,2.273620656,0.522660035,0.956118384,0.875052413,0.526674322,0.503979297,0.433684067,0.334578853,49.54763124,71.14043135,54.54632911,717.8538075,3.161174305,0.89391438,4.772676811,3.529655983,0.441804867,-3.161174305,0.368481678,0.066101507,-3563.193614,-3563.080633,0.714454,0.00037894,4.739392001,1.13123,1.17355,-3.987547323,-0.35941,1.05971,1.18212,-0.552983,0.355376,0.357853,-6.486377854,-2.142896573,4.343481282,2.171740641,0.46046014,4.314637214,4.285984692,1.05971,1.18212,0.875052413,0.956118384,2.273620656,2.442208849,0.04458720893123113,0.472022922,0.57274972,0.38809493078343904,0.086843086,0.918281774,8.704176378970377,0.18398065422763515,1.13123,1.17355,1.588076928759199,0.9999253470566991,0.49136012903806214,3.9407183987861836,0.14162664117777518,0.15133320248914311
L13,1.390731358,1.391240273,9.586655234,6.035025792,0.564945956,0.607831718,0.586447074,0.534289974,0.150903839,0.231550503,0.186591502,0.192927693,0.978988073,0.984112933,0.881988446,0.979966455,92.8197242,222.7366551,2.319826718,2.33286804,0.573524273,0.911770872,0.91571352,0.577590621,0.564236385,0.520573495,0.447363702,54.51130015,61.47330283,74.4249787,942.655696,3.409749178,1.971739646,5.463561467,4.135847883,0.108537237,-3.409749178,0.726098705,0.064043178,-4178.485422,-4178.34027,0.916703,0.000486842,3.691392756,1.14861,1.09204,-5.628244416,-0.33805,1.0906,1.19136,-0.649618,0.280866,0.435554,-6.355491092,-2.135005271,4.220485821,2.110242911,0.473879095,4.245248182,4.270155827,1.0906,1.19136,0.911770872,0.91571352,2.319826718,2.33286804,0.03139443963498044,0.534289974,0.607831718,0.4111749681741197,0.150903839,0.984112933,13.09706345947894,0.28243808857247993,1.09204,1.14861,1.6200097980830597,0.9993946307577043,0.47540319593166247,3.88748799637402,0.1606851528636261,0.13275970467169695
L14,1.388802098,1.390727697,4.770420551,0.794443667,0.509224748,0.476868245,0.505404398,0.533940552,0.127003354,0.149366381,0.161759225,0.075847931,0.891446142,0.804370108,0.906121878,0.934960865,92.03474354,231.0333013,2.316029079,2.317091313,0.506359486,0.907088613,0.891172428,0.50930265,0.499353537,0.471540659,0.41706065,52.70630643,64.13779961,58.83586494,1041.714274,3.055505185,0.640621752,5.112132079,3.549938598,0.228301334,-3.055505185,0.494433413,0.066898146,-4257.279599,-4257.114684,0.995629,0.000553128,4.344777386,1.13374,1.10081,-5.387012682,-0.34411,1.14913,1.18081,-0.469516,0.349949,0.400886,-6.335626781,-2.172829096,4.162797685,2.081398842,0.480446121,4.254227939,4.347666335,1.14913,1.18081,0.891172428,0.907088613,2.316029079,2.317091313,0.02337784148029086,0.476868245,0.533940552,0.4063875466254351,0.075847931,0.934960865,17.38345034840141,0.15905427085001222,1.10081,1.13374,1.6063093010015814,0.9996847403008796,0.4822472449900728,4.032291789437096,0.1112441989556639,0.1855657029610533
L15,1.39265513,1.386828141,-6.377230343,2.907787446,0.5445164,0.481201081,0.470928066,0.535268356,0.187523295,0.172428252,0.166371599,0.075894521,0.901509504,0.78997391,0.904165114,0.86596161,92.26957727,220.2692048,2.350727336,2.282272232,0.507984299,0.932351845,0.859345881,0.511975514,0.50383542,0.461212527,0.37418096,52.15559847,66.45783521,53.55744125,788.6049393,3.244198114,0.172928067,5.108258447,3.759602473,0.253145912,-3.244198114,0.515404359,0.067825997,-3789.050657,-3788.931711,0.707257,0.000398947,4.663976018,1.14243,1.10962,-4.287023707,-0.31479,1.09135,1.17568,-0.470157,0.362322,0.375652,-6.418893619,-2.247932519,4.1709611,2.08548055,0.479505791,4.333413069,4.502192271,1.09135,1.17568,0.859345881,0.932351845,2.282272232,2.350727336,0.037280554380705884,0.470928066,0.5445164,0.38511244176068116,0.075894521,0.904165114,10.330115744201262,0.16115947737971517,1.10962,1.14243,1.610407922784821,0.999607781654922,0.4801993810741261,3.844422864509698,0.1768101155310291,0.11849207272071888
L16,1.398162749,1.380409008,-0.956833578,2.25612479,0.550340104,0.490309355,0.536922288,0.560729594,0.211051062,0.169260157,0.201453597,0.115355945,0.889629146,0.811358554,0.920005591,0.958488632,90.43646153,226.3624776,2.447875341,2.294429983,0.534388977,0.959030237,0.895691623,0.538878716,0.518635095,0.451916187,0.353979637,51.50129593,72.80302799,59.03139119,749.9141908,3.166390608,1.150460628,4.929526773,3.594643507,0.344726125,-3.166390608,0.428252898,0.066852558,-3567.546698,-3567.432639,0.775769,0.000382556,4.460139077,1.12414,1.1767,-4.401318259,-0.26569,1.1136,1.13868,-0.529819,0.358462,0.354997,-6.426784921,-2.065888353,4.360896568,2.180448284,0.458621288,4.246336637,4.134786174,1.1136,1.13868,0.895691623,0.959030237,2.294429983,2.447875341,0.031078172292929595,0.490309355,0.560729594,0.38836088673455044,0.115355945,0.958488632,12.49625888787881,0.23527176021350849,1.12414,1.1767,1.5784140175516888,0.9999854927670373,0.49619119145888,3.9507705370919117,0.13813995918348737,0.15495317584381124
L17,1.390971441,1.395462819,18.76470841,7.273018302,0.491427507,0.572423593,0.621575662,0.687686359,0.158404771,0.170704435,0.382035035,0.285035408,0.824450242,0.974142751,0.993337682,0.958115915,100.4156453,226.5405539,2.331557639,2.331151702,0.593225867,0.888615822,0.902883899,0.60141751,0.585189288,0.514262552,0.420798631,63.63530538,57.14826205,65.64338039,871.4458862,3.443936468,1.47161577,5.513525429,4.204996281,0.093534384,-3.443936468,0.761059813,0.08169439,-2866.41203,-2866.284933,0.795254,0.000426285,6.948812665,1.13135,1.11427,-5.30740073,-0.27187,1.22093,1.26139,-0.644349,0.572941,0.545191,-6.500527775,-2.187523244,4.31300453,2.156502265,0.463713865,4.344025509,4.375269605,1.22093,1.26139,0.888615822,0.902883899,2.331151702,2.331557639,0.08270857500704841,0.491427507,0.687686359,0.37777038497157917,0.158404771,0.993337682,4.567487530034046,0.3223359880015833,1.11427,1.13135,1.752583630999769,0.9917610706133341,0.4096061427461609,3.9538785548466806,0.13706929699609083,0.15607950800063064
L18,1.385075436,1.397490125,-9.285085766,-10.17862026,0.55993757,0.530842341,0.565505032,0.589056094,0.233087961,0.185007454,0.254472605,0.190178904,0.886787179,0.876677227,0.923639583,0.940831159,94.62282651,243.153799,2.43248874,2.334051888,0.561544912,0.944115729,0.926347605,0.56823366,0.548766595,0.480929974,0.378464731,53.55380135,71.34555207,67.00977788,756.3141469,3.077226671,1.330964293,4.751717205,3.427925379,0.444981503,-3.077226671,0.350698708,0.068657378,-3645.958044,-3645.839234,0.832107,0.000398491,3.895736183,1.10979,1.19799,-4.77002605,-0.35404,1.17645,1.10852,-0.5524,0.376883,0.335726,-6.415900367,-2.149699419,4.266200948,2.133100474,0.468801171,4.282799893,4.299463421,1.10852,1.17645,0.926347605,0.944115729,2.334051888,2.43248874,0.02392769164701711,0.530842341,0.589056094,0.37070043817788567,0.185007454,0.940831159,15.4925282240545,0.3485167623431906,1.10979,1.19799,1.651479870142875,0.9983734241404156,0.45970198378881,4.243834381282495,0.053889020556970646,0.27420143042884204
L20,1.392637586,1.387112452,-5.737461613,2.556760087,0.615053112,0.527953783,0.566716362,0.514442788,0.275997018,0.22684495,0.155469624,0.168468133,0.954109206,0.829062616,0.873415952,0.964964592,97.42661377,218.6872824,2.349292922,2.347147141,0.556152162,0.905842341,0.904147643,0.560870678,0.556120116,0.525449,0.459007446,56.66424364,68.85911115,71.09836791,960.9155978,3.281841893,0.654118094,5.233515928,3.863332497,0.193974675,-3.281841893,0.581490604,0.059551738,-4443.348305,-4443.197799,1.02404,0.0005048,71.7404582,1.13293,1.13015,-6.459585813,-0.43082,1.25471,1.2224,-0.539499,0.422521,0.386746,-6.075758054,-2.163305111,3.912452942,1.956226471,0.511188257,4.119531583,4.337570499,1.2224,1.25471,0.904147643,0.905842341,2.347147141,2.349292922,0.04515047329352565,0.514442788,0.615053112,0.3776637373143232,0.155469624,0.964964592,8.364557661646444,0.3022097454304287,1.13015,1.13293,1.7004151893553454,0.9958056150593996,0.43537189407409127,3.816813110118647,0.18746529325726913,0.1097154152656869
L21,1.391838019,1.396186529,-19.85617907,-20.73667236,0.615355945,0.486162877,0.611954901,0.538995527,0.302692881,0.187383526,0.220741707,0.274412971,0.928019009,0.784942229,0.857249348,0.949496832,98.38012028,252.7911885,2.367745808,2.378619364,0.563187197,0.914473071,0.9048989,0.581082025,0.611708082,0.614352125,0.570685773,66.10338814,74.06574232,72.0342956,1158.490339,4.852013243,1.791152716,6.93666991,7.033960739,0.091277586,-4.852013243,2.181947496,0.056328104,-7135.213277,-7134.992934,1.064782,0.000739034,68.18627219,1.15081,1.13951,-7.7094308,-0.34172,1.1612,1.1518,-0.643393,0.370313,0.420752,-6.349232474,-2.736376881,3.612855593,1.806427797,0.553578727,4.542804677,5.71212267,1.1518,1.1612,0.9048989,0.914473071,2.367745808,2.378619364,0.06223029930507343,0.486162877,0.615355945,0.3438708943707549,0.187383526,0.949496832,5.525779213835795,0.38543363729518165,1.13951,1.15081,1.7170570173940458,0.9946614796709599,0.4271301123252092,4.412038559354626,0.022383563011360297,0.3520725207465606
L22,1.392148145,1.387045774,-5.345131747,-6.343419132,0.588660082,0.530329855,0.622088148,0.539880731,0.205833023,0.17783265,0.220881476,0.270126724,0.971487141,0.882827059,0.858879985,0.974049571,96.9836516,233.5377821,2.355631663,2.357095889,0.57043771,0.909517098,0.907903932,0.575522935,0.582063401,0.567501928,0.519202251,62.42545824,75.49421598,68.83820154,1155.944435,3.096087138,0.985933185,5.187298331,3.632227097,0.194841628,-3.096087138,0.536139959,0.060361363,-5214.199803,-5213.996439,1.374021,0.000682086,71.60077204,1.12677,1.1268,-8.08150333,-0.18014,1.07309,1.05318,-0.668036,0.402805,0.429813,-6.012899754,-2.000581029,4.012318726,2.006159363,0.498464887,4.006740392,4.001169813,1.05318,1.07309,0.907903932,0.909517098,2.355631663,2.357095889,0.04298075057395482,0.530329855,0.622088148,0.37871596558624565,0.17783265,0.974049571,8.811292509529542,0.33532460660733504,1.12677,1.1268,1.6926840410270667,0.9962904423158586,0.4392069340637488,4.076003225450077,0.09787553746363886,0.2028537117347035
L23,1.416151034,1.385232845,48.46029147,13.31795127,0.513114983,0.556326873,0.550619642,0.614377562,0.126211331,0.169073798,0.342154305,0.239098025,0.900018636,0.943579948,0.88660082,0.86214126,100.0364146,239.6275829,2.308408866,2.411705246,0.558656355,0.911590337,0.92490915,0.570972472,0.583462757,0.571194839,0.520120202,56.70285344,73.41437521,72.70147417,1087.3256,3.3025501,0.317640858,5.108602708,3.82518721,0.260034402,-3.3025501,0.52263711,0.063253552,-4757.078758,-4756.894082,1.242093,0.000619406,68.12005417,1.1627,1.10891,-7.464148912,-0.28307,1.09382,1.15707,-0.463185,0.398271,0.354398,-5.948953,-2.361131881,3.587821119,1.793910559,0.557441392,4.15504244,4.811939366,1.09382,1.15707,0.911590337,0.92490915,2.308408866,2.411705246,0.04182852309489116,0.513114983,0.614377562,0.36880481734679366,0.126211331,0.943579948,8.817065247800697,0.24597085484054165,1.10891,1.1627,1.7459648066601263,0.9923485956067775,0.41286297914184816,4.182290300200662,0.0686214099046063,0.24719075964808895
L24,1.391710749,1.391631305,17.76724475,1.745772319,0.614237794,0.587332277,0.554370108,0.533591129,0.289647782,0.252096534,0.131615729,0.17787924,0.938827805,0.922568021,0.93556653,0.930860977,97.75234135,229.446918,2.349032415,2.359625134,0.572516772,0.930651323,0.925328457,0.585240674,0.582735486,0.536310037,0.446238679,65.14056796,61.70038386,63.16855587,853.4651428,3.305966172,0.184750914,5.242989529,3.895171699,0.192215998,-3.305966172,0.589205527,0.068080889,-4039.955385,-4039.82748,0.84081,0.000428995,6.866782211,1.13728,1.12556,-5.423471361,-0.11909,1.15904,1.0086,-0.565567,0.348761,0.445449,-6.443928094,-2.245755608,4.198172486,2.099086243,0.476397768,4.344841851,4.496635328,1.0086,1.15904,0.925328457,0.930651323,2.349032415,2.359625134,0.035611693760007876,0.533591129,0.614237794,0.3872525399972948,0.131615729,0.938827805,10.874308383281154,0.2466602644737746,1.12556,1.13728,1.7061002080908987,0.9954301929876108,0.4325542894154213,4.004604177653443,0.12009802273939402,0.17492387403335508
L25,1.397147159,1.393515787,-2.402422458,5.514275055,0.468948006,0.566180581,0.625722139,0.652604361,0.1443347,0.160734253,0.314992546,0.271617592,0.793561312,0.97162691,0.990216176,0.979826687,94.68302316,248.284133,2.37856103,2.365300064,0.578049292,0.905184262,0.93374371,0.583871268,0.572945902,0.52268697,0.447570775,55.74331656,57.39800919,70.04253831,988.4565427,4.286315596,5.219342323,6.115923259,5.565649763,0.009410908,-4.286315596,1.279334167,0.057609082,-5291.464795,-5291.303575,0.81433,0.000540735,22.13829205,1.1382,1.17595,-5.692496879,-0.34584,1.2443,1.01668,-0.447399,0.364901,0.375258,-6.465697202,-2.340179114,4.125518087,2.062759044,0.484787597,4.402938158,4.699013315,1.01668,1.2443,0.905184262,0.93374371,2.365300064,2.37856103,0.08139352957961471,0.468948006,0.652604361,0.3887735337558768,0.1443347,0.990216176,4.776467315815316,0.30778401475919703,1.1382,1.17595,1.652530499884046,0.9983308107959008,0.4591784001844605,4.333375601309506,0.035484929288509215,0.3149979754654054
L26,1.396281641,1.393173395,11.16181525,30.24599344,0.568673127,0.602520499,0.541464778,0.552529817,0.196375326,0.26546776,0.138045099,0.140048453,0.940970928,0.939573239,0.967014536,0.942881103,96.73706548,223.3273052,2.337574988,2.351506803,0.566297056,0.914508013,0.932322726,0.574840171,0.566061461,0.506493492,0.40875782,57.18922388,59.05292246,68.86508958,854.3852488,3.4199819,0.353056588,5.278037204,4.040728462,0.188709358,-3.4199819,0.620746562,0.067531058,-3945.538738,-3945.413212,0.793983,0.000421016,20.67069992,1.13706,1.15187,-5.063108101,-0.3525,1.228,1.03898,-0.474562,0.393013,0.401418,-6.326102796,-2.300178378,4.025924418,2.012962209,0.496780315,4.313140587,4.620847238,1.03898,1.228,0.914508013,0.932322726,2.337574988,2.351506803,0.026608034103278486,0.541464778,0.602520499,0.4096224087548365,0.138045099,0.967014536,15.394688956158744,0.25494751387134545,1.13706,1.15187,1.6883803013433487,0.9965474828563582,0.441343395350441,3.897796785346254,0.15691744673667712,0.13627708121934462
L27,1.39403574,1.399525449,-32.60527034,-18.45317067,0.555721208,0.540323332,0.609648714,0.573565039,0.144940365,0.158684309,0.218878122,0.283032054,0.96650205,0.921962356,0.928251957,0.936265375,98.1427018,227.4348317,2.410514424,2.36273058,0.569703923,0.933767005,0.923598817,0.57572466,0.558043739,0.501327725,0.410568816,58.13816314,65.56217031,69.92094161,871.0139758,3.310534945,1.131996671,4.977674042,3.776456665,0.334247677,-3.310534945,0.46592172,0.067832695,-3952.5874,-3952.458743,0.934575,0.000431518,20.94982769,1.14788,1.18109,-5.368586549,-0.33784,1.20382,0.96847,-0.601716,0.35416,0.277647,-6.279571328,-2.231877802,4.047693526,2.023846763,0.494108555,4.255724565,4.47444735,0.96847,1.20382,0.923598817,0.933767005,2.36273058,2.410514424,0.029828292034958678,0.540323332,0.609648714,0.3962465604105686,0.144940365,0.96650205,13.284252411977485,0.26824746668537347,1.14788,1.18109,1.7129132832129654,0.9949591854566285,0.4291804777472287,3.9694866468841723,0.13174577858764064,0.16178582464364827
L28,1.397239905,1.390966288,-31.94662587,-9.716619376,0.612001491,0.576220649,0.569069139,0.533870667,0.281075289,0.212541931,0.140747298,0.16623183,0.942927693,0.939899366,0.926994037,0.971906448,96.3078515,239.9649818,2.348100243,2.323456814,0.572790486,0.930010716,0.918549665,0.584651015,0.59437774,0.559915416,0.49137055,60.06857054,71.86378155,63.25089134,1120.786241,4.30592351,5.393500075,6.088546407,5.562115508,0.013645591,-4.30592351,1.256191998,0.050853827,-5676.893761,-5676.702254,0.988165,0.000642318,19.64549018,1.15793,1.12563,-6.311187942,-0.36435,1.02238,1.23513,-0.503707,0.387037,0.402927,-6.388688982,-2.517325231,3.871363751,1.935681876,0.516613816,4.453007107,5.122038012,1.02238,1.23513,0.918549665,0.930010716,2.323456814,2.348100243,0.0320305565869206,0.533870667,0.612001491,0.40059816400885834,0.140747298,0.971906448,12.506750012968528,0.26363557074769944,1.12563,1.15793,1.6808891041967597,0.9969729543666839,0.4450647414855447,4.188179021898269,0.06714017469505756,0.24973539675580425
